18:00:39.120 [XNIO-1 task-1]  -1Uc2lwuTU22Urz_BEBF1g DEBUG com.networknt.schema.TypeValidator debug - validate( "b625893d", "b625893d", userId)
18:00:44.249 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "85a68f05-02eb-4b75-8c35-a7357f346833", {"password":"e7677527-0050-4642-8831-aff63a8dd6c8","newPassword":"85a68f05-02eb-4b75-8c35-a7357f346833","newPasswordConfirm":"85a68f05-02eb-4b75-8c35-a7357f346833"}, requestBody.newPasswordConfirm)
18:00:44.249 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "e7677527-0050-4642-8831-aff63a8dd6c8", {"password":"e7677527-0050-4642-8831-aff63a8dd6c8","newPassword":"85a68f05-02eb-4b75-8c35-a7357f346833","newPasswordConfirm":"85a68f05-02eb-4b75-8c35-a7357f346833"}, requestBody.password)
18:00:44.249 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "85a68f05-02eb-4b75-8c35-a7357f346833", {"password":"e7677527-0050-4642-8831-aff63a8dd6c8","newPassword":"85a68f05-02eb-4b75-8c35-a7357f346833","newPasswordConfirm":"85a68f05-02eb-4b75-8c35-a7357f346833"}, requestBody.newPassword)
18:00:44.262 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3cac78d7
18:00:44.270 [XNIO-1 task-1]  DpcO7k_IQBazc5iLQdW7sw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3cac78d7, base path is set to: null
18:00:44.271 [XNIO-1 task-1]  DpcO7k_IQBazc5iLQdW7sw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.271 [XNIO-1 task-1]  DpcO7k_IQBazc5iLQdW7sw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.271 [XNIO-1 task-1]  DpcO7k_IQBazc5iLQdW7sw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3cac78d7, base path is set to: null
18:00:44.271 [XNIO-1 task-1]  DpcO7k_IQBazc5iLQdW7sw DEBUG com.networknt.schema.TypeValidator debug - validate( "3cac78d7", "3cac78d7", userId)
18:00:44.286 [XNIO-1 task-1]  KNila9cwToaNDfvjbovpoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.286 [XNIO-1 task-1]  KNila9cwToaNDfvjbovpoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.286 [XNIO-1 task-1]  KNila9cwToaNDfvjbovpoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.287 [XNIO-1 task-1]  KNila9cwToaNDfvjbovpoQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:44.293 [XNIO-1 task-1]  7cHUTep5RbeeaOnR05PEAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4f987253, base path is set to: null
18:00:44.293 [XNIO-1 task-1]  7cHUTep5RbeeaOnR05PEAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.293 [XNIO-1 task-1]  7cHUTep5RbeeaOnR05PEAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.294 [XNIO-1 task-1]  7cHUTep5RbeeaOnR05PEAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4f987253, base path is set to: null
18:00:44.294 [XNIO-1 task-1]  7cHUTep5RbeeaOnR05PEAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "4f987253", "4f987253", userId)
18:00:44.300 [XNIO-1 task-1]  rwiOVuv4Q_Saohem_Pir8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.300 [XNIO-1 task-1]  rwiOVuv4Q_Saohem_Pir8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.300 [XNIO-1 task-1]  rwiOVuv4Q_Saohem_Pir8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.347 [XNIO-1 task-1]  4DSII5bSQRGPi9_U-di6-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.347 [XNIO-1 task-1]  4DSII5bSQRGPi9_U-di6-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.347 [XNIO-1 task-1]  4DSII5bSQRGPi9_U-di6-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.348 [XNIO-1 task-1]  4DSII5bSQRGPi9_U-di6-g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:44.354 [XNIO-1 task-1]  ntdW3yRWTu6XVXJZgaGtRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/0ec9fcd6
18:00:44.354 [XNIO-1 task-1]  ntdW3yRWTu6XVXJZgaGtRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.354 [XNIO-1 task-1]  ntdW3yRWTu6XVXJZgaGtRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:44.355 [XNIO-1 task-1]  ntdW3yRWTu6XVXJZgaGtRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/0ec9fcd6
18:00:44.370 [XNIO-1 task-1]  qJlOPzC5QLeIaFkggb6P3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/428b566c, base path is set to: null
18:00:44.371 [XNIO-1 task-1]  qJlOPzC5QLeIaFkggb6P3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.371 [XNIO-1 task-1]  qJlOPzC5QLeIaFkggb6P3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.371 [XNIO-1 task-1]  qJlOPzC5QLeIaFkggb6P3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/428b566c, base path is set to: null
18:00:44.371 [XNIO-1 task-1]  qJlOPzC5QLeIaFkggb6P3g DEBUG com.networknt.schema.TypeValidator debug - validate( "428b566c", "428b566c", userId)
18:00:44.384 [XNIO-1 task-1]  mRVLXy5-Sw-zx6w_BXuNXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.384 [XNIO-1 task-1]  mRVLXy5-Sw-zx6w_BXuNXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.385 [XNIO-1 task-1]  mRVLXy5-Sw-zx6w_BXuNXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.385 [XNIO-1 task-1]  mRVLXy5-Sw-zx6w_BXuNXA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:44.390 [XNIO-1 task-1]  IEiFU3W0QrCxvQNXVNd21g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.392 [XNIO-1 task-1]  IEiFU3W0QrCxvQNXVNd21g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.392 [XNIO-1 task-1]  IEiFU3W0QrCxvQNXVNd21g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.393 [XNIO-1 task-1]  IEiFU3W0QrCxvQNXVNd21g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:44.402 [XNIO-1 task-1]  cOgvA1TZSjC2WSt1fpNBxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/832b879b
18:00:44.402 [XNIO-1 task-1]  cOgvA1TZSjC2WSt1fpNBxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.402 [XNIO-1 task-1]  cOgvA1TZSjC2WSt1fpNBxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:44.402 [XNIO-1 task-1]  cOgvA1TZSjC2WSt1fpNBxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/832b879b
18:00:44.406 [XNIO-1 task-1]  XM0w0MmSTxSRBrmydak2WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/832b879b, base path is set to: null
18:00:44.407 [XNIO-1 task-1]  XM0w0MmSTxSRBrmydak2WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.407 [XNIO-1 task-1]  XM0w0MmSTxSRBrmydak2WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.407 [XNIO-1 task-1]  XM0w0MmSTxSRBrmydak2WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/832b879b, base path is set to: null
18:00:44.407 [XNIO-1 task-1]  XM0w0MmSTxSRBrmydak2WA DEBUG com.networknt.schema.TypeValidator debug - validate( "832b879b", "832b879b", userId)
18:00:44.417 [XNIO-1 task-1]  NcNuC8AaTNqr25CcugJUmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.417 [XNIO-1 task-1]  NcNuC8AaTNqr25CcugJUmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.418 [XNIO-1 task-1]  NcNuC8AaTNqr25CcugJUmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.418 [XNIO-1 task-1]  NcNuC8AaTNqr25CcugJUmQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:44.429 [XNIO-1 task-1]  TIYQjbVhSnitCl_jauHjnA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.429 [XNIO-1 task-1]  TIYQjbVhSnitCl_jauHjnA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.429 [XNIO-1 task-1]  TIYQjbVhSnitCl_jauHjnA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.431 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:5338b55a-7ce6-4d85-8171-1c55bc82cb7a
18:00:44.447 [XNIO-1 task-1]  9Mcehhw2SYSmPtB3gNPV1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/f2b57b97, base path is set to: null
18:00:44.447 [XNIO-1 task-1]  9Mcehhw2SYSmPtB3gNPV1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.447 [XNIO-1 task-1]  9Mcehhw2SYSmPtB3gNPV1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.447 [XNIO-1 task-1]  9Mcehhw2SYSmPtB3gNPV1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/f2b57b97, base path is set to: null
18:00:44.448 [XNIO-1 task-1]  9Mcehhw2SYSmPtB3gNPV1g DEBUG com.networknt.schema.TypeValidator debug - validate( "f2b57b97", "f2b57b97", userId)
18:00:44.455 [XNIO-1 task-1]  GDJgVBNVTJ2GVxCv5qp6YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.455 [XNIO-1 task-1]  GDJgVBNVTJ2GVxCv5qp6YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.455 [XNIO-1 task-1]  GDJgVBNVTJ2GVxCv5qp6YQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.471 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/abaafb82
18:00:44.471 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.471 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:44.471 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:44.472 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/abaafb82
18:00:44.472 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"f3052641-6cd1-4aa0-89eb-6417a20ebb6a","newPassword":"51abc819-2f82-4fc7-98c3-bf9d142ea026","newPasswordConfirm":"51abc819-2f82-4fc7-98c3-bf9d142ea026"}, {"password":"f3052641-6cd1-4aa0-89eb-6417a20ebb6a","newPassword":"51abc819-2f82-4fc7-98c3-bf9d142ea026","newPasswordConfirm":"51abc819-2f82-4fc7-98c3-bf9d142ea026"}, requestBody)
18:00:44.472 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"f3052641-6cd1-4aa0-89eb-6417a20ebb6a","newPassword":"51abc819-2f82-4fc7-98c3-bf9d142ea026","newPasswordConfirm":"51abc819-2f82-4fc7-98c3-bf9d142ea026"}, {"password":"f3052641-6cd1-4aa0-89eb-6417a20ebb6a","newPassword":"51abc819-2f82-4fc7-98c3-bf9d142ea026","newPasswordConfirm":"51abc819-2f82-4fc7-98c3-bf9d142ea026"}, requestBody)
18:00:44.472 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG com.networknt.schema.FormatValidator debug - validate( "51abc819-2f82-4fc7-98c3-bf9d142ea026", {"password":"f3052641-6cd1-4aa0-89eb-6417a20ebb6a","newPassword":"51abc819-2f82-4fc7-98c3-bf9d142ea026","newPasswordConfirm":"51abc819-2f82-4fc7-98c3-bf9d142ea026"}, requestBody.newPasswordConfirm)
18:00:44.472 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG com.networknt.schema.FormatValidator debug - validate( "f3052641-6cd1-4aa0-89eb-6417a20ebb6a", {"password":"f3052641-6cd1-4aa0-89eb-6417a20ebb6a","newPassword":"51abc819-2f82-4fc7-98c3-bf9d142ea026","newPasswordConfirm":"51abc819-2f82-4fc7-98c3-bf9d142ea026"}, requestBody.password)
18:00:44.473 [XNIO-1 task-1]  ghtt73xaRuOPB2A5vmVMcA DEBUG com.networknt.schema.FormatValidator debug - validate( "51abc819-2f82-4fc7-98c3-bf9d142ea026", {"password":"f3052641-6cd1-4aa0-89eb-6417a20ebb6a","newPassword":"51abc819-2f82-4fc7-98c3-bf9d142ea026","newPasswordConfirm":"51abc819-2f82-4fc7-98c3-bf9d142ea026"}, requestBody.newPassword)
18:00:44.484 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:f277df85-5c39-4ffc-966e-5de7f2cfd5ce
18:00:44.500 [XNIO-1 task-1]  VWoffdJyQFqbE3pqy2gLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/abaafb82, base path is set to: null
18:00:44.501 [XNIO-1 task-1]  VWoffdJyQFqbE3pqy2gLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.501 [XNIO-1 task-1]  VWoffdJyQFqbE3pqy2gLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.501 [XNIO-1 task-1]  VWoffdJyQFqbE3pqy2gLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/abaafb82, base path is set to: null
18:00:44.501 [XNIO-1 task-1]  VWoffdJyQFqbE3pqy2gLaw DEBUG com.networknt.schema.TypeValidator debug - validate( "abaafb82", "abaafb82", userId)
18:00:44.558 [XNIO-1 task-1]  lXaIvPQITk2UdPYsJ2gMug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.558 [XNIO-1 task-1]  lXaIvPQITk2UdPYsJ2gMug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.559 [XNIO-1 task-1]  lXaIvPQITk2UdPYsJ2gMug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.583 [XNIO-1 task-1]  fQMiw0KfSGSR9p8VwQwWqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.584 [XNIO-1 task-1]  fQMiw0KfSGSR9p8VwQwWqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.584 [XNIO-1 task-1]  fQMiw0KfSGSR9p8VwQwWqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.607 [XNIO-1 task-1]  Z2Aq_uDZTt2fSBDS9WvKHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.607 [XNIO-1 task-1]  Z2Aq_uDZTt2fSBDS9WvKHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.608 [XNIO-1 task-1]  Z2Aq_uDZTt2fSBDS9WvKHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.618 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:fe63e39d
18:00:44.636 [XNIO-1 task-1]  5fXOMDxYTeCwy_gguYQUug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4f987253
18:00:44.636 [XNIO-1 task-1]  5fXOMDxYTeCwy_gguYQUug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.637 [XNIO-1 task-1]  5fXOMDxYTeCwy_gguYQUug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:44.637 [XNIO-1 task-1]  5fXOMDxYTeCwy_gguYQUug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4f987253
18:00:44.639 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fe63e39d
18:00:44.649 [XNIO-1 task-1]  K1c9Wb7DTc-OkDd2MNOpjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.649 [XNIO-1 task-1]  K1c9Wb7DTc-OkDd2MNOpjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.650 [XNIO-1 task-1]  K1c9Wb7DTc-OkDd2MNOpjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.650 [XNIO-1 task-1]  K1c9Wb7DTc-OkDd2MNOpjQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:44.671 [XNIO-1 task-1]  sycmhMZeRxqHfB3JLTMnsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.672 [XNIO-1 task-1]  sycmhMZeRxqHfB3JLTMnsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.672 [XNIO-1 task-1]  sycmhMZeRxqHfB3JLTMnsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.685 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/fd4bfb06, base path is set to: null
18:00:44.685 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.685 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.685 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:44.685 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/fd4bfb06, base path is set to: null
18:00:44.686 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "fd4bfb06", "fd4bfb06", userId)
18:00:44.686 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"c0b29c38-3ea4-4347-ba60-9ccc9422c743","newPassword":"c7a5de6c-6049-41d5-80e1-4aa6381f6109","newPasswordConfirm":"c7a5de6c-6049-41d5-80e1-4aa6381f6109"}, {"password":"c0b29c38-3ea4-4347-ba60-9ccc9422c743","newPassword":"c7a5de6c-6049-41d5-80e1-4aa6381f6109","newPasswordConfirm":"c7a5de6c-6049-41d5-80e1-4aa6381f6109"}, requestBody)
18:00:44.686 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "c7a5de6c-6049-41d5-80e1-4aa6381f6109", {"password":"c0b29c38-3ea4-4347-ba60-9ccc9422c743","newPassword":"c7a5de6c-6049-41d5-80e1-4aa6381f6109","newPasswordConfirm":"c7a5de6c-6049-41d5-80e1-4aa6381f6109"}, requestBody.newPasswordConfirm)
18:00:44.686 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "c0b29c38-3ea4-4347-ba60-9ccc9422c743", {"password":"c0b29c38-3ea4-4347-ba60-9ccc9422c743","newPassword":"c7a5de6c-6049-41d5-80e1-4aa6381f6109","newPasswordConfirm":"c7a5de6c-6049-41d5-80e1-4aa6381f6109"}, requestBody.password)
18:00:44.686 [XNIO-1 task-1]  7cCOIfQgQWqIi5AP6zFVtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "c7a5de6c-6049-41d5-80e1-4aa6381f6109", {"password":"c0b29c38-3ea4-4347-ba60-9ccc9422c743","newPassword":"c7a5de6c-6049-41d5-80e1-4aa6381f6109","newPasswordConfirm":"c7a5de6c-6049-41d5-80e1-4aa6381f6109"}, requestBody.newPassword)
18:00:44.715 [XNIO-1 task-1]  1sXRyrfHQp-QYxS1BOhNzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.715 [XNIO-1 task-1]  1sXRyrfHQp-QYxS1BOhNzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.716 [XNIO-1 task-1]  1sXRyrfHQp-QYxS1BOhNzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.728 [XNIO-1 task-1]  7T6-SJ4QRKS72jGUBC0lHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.729 [XNIO-1 task-1]  7T6-SJ4QRKS72jGUBC0lHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.729 [XNIO-1 task-1]  7T6-SJ4QRKS72jGUBC0lHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.754 [XNIO-1 task-1]  K5KCDG8rSe-l2YYVn8yF1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.755 [XNIO-1 task-1]  K5KCDG8rSe-l2YYVn8yF1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.755 [XNIO-1 task-1]  K5KCDG8rSe-l2YYVn8yF1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.755 [XNIO-1 task-1]  K5KCDG8rSe-l2YYVn8yF1g DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:44.764 [XNIO-1 task-1]  57J9medPRm-nmsi45IfPAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.764 [XNIO-1 task-1]  57J9medPRm-nmsi45IfPAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.764 [XNIO-1 task-1]  57J9medPRm-nmsi45IfPAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.765 [XNIO-1 task-1]  57J9medPRm-nmsi45IfPAw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:44.779 [XNIO-1 task-1]  4xVorZspQ9i3kpqe1mf7vQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.779 [XNIO-1 task-1]  4xVorZspQ9i3kpqe1mf7vQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.779 [XNIO-1 task-1]  4xVorZspQ9i3kpqe1mf7vQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.780 [XNIO-1 task-1]  4xVorZspQ9i3kpqe1mf7vQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:44.787 [XNIO-1 task-1]  _8XJOMZSRzWFj4oc-NJ-qQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.787 [XNIO-1 task-1]  _8XJOMZSRzWFj4oc-NJ-qQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.787 [XNIO-1 task-1]  _8XJOMZSRzWFj4oc-NJ-qQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.790 [XNIO-1 task-1]  _8XJOMZSRzWFj4oc-NJ-qQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:44.806 [XNIO-1 task-1]  viC0i8TIR5a7OXgfW1NjQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/607cb481, base path is set to: null
18:00:44.806 [XNIO-1 task-1]  viC0i8TIR5a7OXgfW1NjQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.806 [XNIO-1 task-1]  viC0i8TIR5a7OXgfW1NjQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.807 [XNIO-1 task-1]  viC0i8TIR5a7OXgfW1NjQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:44.813 [XNIO-1 task-1]  viC0i8TIR5a7OXgfW1NjQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/607cb481, base path is set to: null
18:00:44.814 [XNIO-1 task-1]  viC0i8TIR5a7OXgfW1NjQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "607cb481", "607cb481", userId)
