17:00:39.530 [XNIO-1 task-1]  3hlNntToQtOm73AOXr4kRQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, requestBody)
17:00:44.261 [XNIO-1 task-2]  S2nAhavMQQGmlGR6v49xVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:44.261 [XNIO-1 task-2]  S2nAhavMQQGmlGR6v49xVg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:44.271 [XNIO-1 task-2]  dVJ5AOTmQKKuWwwLf7gVyA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/60fc213e, base path is set to: null
17:00:44.272 [XNIO-1 task-2]  dVJ5AOTmQKKuWwwLf7gVyA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:44.272 [XNIO-1 task-2]  dVJ5AOTmQKKuWwwLf7gVyA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:44.272 [XNIO-1 task-2]  dVJ5AOTmQKKuWwwLf7gVyA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/60fc213e, base path is set to: null
17:00:44.272 [XNIO-1 task-2]  dVJ5AOTmQKKuWwwLf7gVyA DEBUG com.networknt.schema.TypeValidator debug - validate( "60fc213e", "60fc213e", userId)
17:00:44.280 [XNIO-1 task-2]  BisL0qbOQP6w9FG75CYX8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.280 [XNIO-1 task-2]  BisL0qbOQP6w9FG75CYX8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.281 [XNIO-1 task-2]  BisL0qbOQP6w9FG75CYX8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.291 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:25ec7d9a
17:00:44.306 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/8d12722c, base path is set to: null
17:00:44.306 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:44.307 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:44.307 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
17:00:44.307 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/8d12722c, base path is set to: null
17:00:44.308 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG com.networknt.schema.TypeValidator debug - validate( "8d12722c", "8d12722c", userId)
17:00:44.308 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"5faf80e9-a380-4911-a0ad-1cdf9c53a0c4","newPassword":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPasswordConfirm":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41"}, {"password":"5faf80e9-a380-4911-a0ad-1cdf9c53a0c4","newPassword":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPasswordConfirm":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41"}, requestBody)
17:00:44.308 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG com.networknt.schema.TypeValidator debug - validate( "ead586ed-4e4a-47bf-a9b8-6bb4217c8c41", {"password":"5faf80e9-a380-4911-a0ad-1cdf9c53a0c4","newPassword":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPasswordConfirm":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41"}, requestBody.newPasswordConfirm)
17:00:44.308 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG com.networknt.schema.TypeValidator debug - validate( "5faf80e9-a380-4911-a0ad-1cdf9c53a0c4", {"password":"5faf80e9-a380-4911-a0ad-1cdf9c53a0c4","newPassword":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPasswordConfirm":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41"}, requestBody.password)
17:00:44.309 [XNIO-1 task-2]  HxCktKu9R4aTVwrb7oUJqg DEBUG com.networknt.schema.TypeValidator debug - validate( "ead586ed-4e4a-47bf-a9b8-6bb4217c8c41", {"password":"5faf80e9-a380-4911-a0ad-1cdf9c53a0c4","newPassword":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPasswordConfirm":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41"}, requestBody.newPassword)
17:00:44.343 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/8d12722c, base path is set to: null
17:00:44.344 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:44.344 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:44.344 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
17:00:44.344 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/8d12722c, base path is set to: null
17:00:44.345 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG com.networknt.schema.TypeValidator debug - validate( "8d12722c", "8d12722c", userId)
17:00:44.345 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPassword":"ba3d2b00-8794-4d26-85f5-728bc717085f","newPasswordConfirm":"ba3d2b00-8794-4d26-85f5-728bc717085f"}, {"password":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPassword":"ba3d2b00-8794-4d26-85f5-728bc717085f","newPasswordConfirm":"ba3d2b00-8794-4d26-85f5-728bc717085f"}, requestBody)
17:00:44.345 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG com.networknt.schema.TypeValidator debug - validate( "ba3d2b00-8794-4d26-85f5-728bc717085f", {"password":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPassword":"ba3d2b00-8794-4d26-85f5-728bc717085f","newPasswordConfirm":"ba3d2b00-8794-4d26-85f5-728bc717085f"}, requestBody.newPasswordConfirm)
17:00:44.345 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG com.networknt.schema.TypeValidator debug - validate( "ead586ed-4e4a-47bf-a9b8-6bb4217c8c41", {"password":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPassword":"ba3d2b00-8794-4d26-85f5-728bc717085f","newPasswordConfirm":"ba3d2b00-8794-4d26-85f5-728bc717085f"}, requestBody.password)
17:00:44.345 [XNIO-1 task-2]  ALhnKtuzTvWNGBQLwO2kXg DEBUG com.networknt.schema.TypeValidator debug - validate( "ba3d2b00-8794-4d26-85f5-728bc717085f", {"password":"ead586ed-4e4a-47bf-a9b8-6bb4217c8c41","newPassword":"ba3d2b00-8794-4d26-85f5-728bc717085f","newPasswordConfirm":"ba3d2b00-8794-4d26-85f5-728bc717085f"}, requestBody.newPassword)
17:00:44.385 [XNIO-1 task-2]  xmp6MBVZTbSI9Llm0zL6Eg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8d12722c, base path is set to: null
17:00:44.386 [XNIO-1 task-2]  xmp6MBVZTbSI9Llm0zL6Eg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:44.386 [XNIO-1 task-2]  xmp6MBVZTbSI9Llm0zL6Eg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:44.386 [XNIO-1 task-2]  xmp6MBVZTbSI9Llm0zL6Eg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8d12722c, base path is set to: null
17:00:44.386 [XNIO-1 task-2]  xmp6MBVZTbSI9Llm0zL6Eg DEBUG com.networknt.schema.TypeValidator debug - validate( "8d12722c", "8d12722c", userId)
17:00:44.436 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.437 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.437 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:44.437 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:44.437 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.438 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"a9bb2946-228d-464f-ad11-a194dd96e787","newPassword":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPasswordConfirm":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda"}, {"password":"a9bb2946-228d-464f-ad11-a194dd96e787","newPassword":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPasswordConfirm":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda"}, requestBody)
17:00:44.438 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"a9bb2946-228d-464f-ad11-a194dd96e787","newPassword":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPasswordConfirm":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda"}, {"password":"a9bb2946-228d-464f-ad11-a194dd96e787","newPassword":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPasswordConfirm":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda"}, requestBody)
17:00:44.438 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG com.networknt.schema.FormatValidator debug - validate( "2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda", {"password":"a9bb2946-228d-464f-ad11-a194dd96e787","newPassword":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPasswordConfirm":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda"}, requestBody.newPasswordConfirm)
17:00:44.438 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG com.networknt.schema.FormatValidator debug - validate( "a9bb2946-228d-464f-ad11-a194dd96e787", {"password":"a9bb2946-228d-464f-ad11-a194dd96e787","newPassword":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPasswordConfirm":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda"}, requestBody.password)
17:00:44.438 [XNIO-1 task-2]  Rm7Bc9wyRKCppK9fIj4Mhg DEBUG com.networknt.schema.FormatValidator debug - validate( "2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda", {"password":"a9bb2946-228d-464f-ad11-a194dd96e787","newPassword":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPasswordConfirm":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda"}, requestBody.newPassword)
17:00:44.453 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:25ec7d9a
17:00:44.465 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.465 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.465 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:44.465 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:44.466 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.466 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPassword":"487b71bc-da8e-4ede-b882-4714b7b91726","newPasswordConfirm":"487b71bc-da8e-4ede-b882-4714b7b91726"}, {"password":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPassword":"487b71bc-da8e-4ede-b882-4714b7b91726","newPasswordConfirm":"487b71bc-da8e-4ede-b882-4714b7b91726"}, requestBody)
17:00:44.479 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPassword":"487b71bc-da8e-4ede-b882-4714b7b91726","newPasswordConfirm":"487b71bc-da8e-4ede-b882-4714b7b91726"}, {"password":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPassword":"487b71bc-da8e-4ede-b882-4714b7b91726","newPasswordConfirm":"487b71bc-da8e-4ede-b882-4714b7b91726"}, requestBody)
17:00:44.479 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG com.networknt.schema.FormatValidator debug - validate( "487b71bc-da8e-4ede-b882-4714b7b91726", {"password":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPassword":"487b71bc-da8e-4ede-b882-4714b7b91726","newPasswordConfirm":"487b71bc-da8e-4ede-b882-4714b7b91726"}, requestBody.newPasswordConfirm)
17:00:44.479 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG com.networknt.schema.FormatValidator debug - validate( "2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda", {"password":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPassword":"487b71bc-da8e-4ede-b882-4714b7b91726","newPasswordConfirm":"487b71bc-da8e-4ede-b882-4714b7b91726"}, requestBody.password)
17:00:44.479 [XNIO-1 task-2]  KOJLz_yGSeeRWj1HVX3mRQ DEBUG com.networknt.schema.FormatValidator debug - validate( "487b71bc-da8e-4ede-b882-4714b7b91726", {"password":"2a6d80c1-48f0-4d2d-8efc-d8d8adff1eda","newPassword":"487b71bc-da8e-4ede-b882-4714b7b91726","newPasswordConfirm":"487b71bc-da8e-4ede-b882-4714b7b91726"}, requestBody.newPassword)
17:00:44.494 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:25ec7d9a
17:00:44.503 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:15f0e259
17:00:44.511 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.512 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.512 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:44.512 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:44.512 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.513 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"487b71bc-da8e-4ede-b882-4714b7b91726","newPassword":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPasswordConfirm":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48"}, {"password":"487b71bc-da8e-4ede-b882-4714b7b91726","newPassword":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPasswordConfirm":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48"}, requestBody)
17:00:44.513 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"487b71bc-da8e-4ede-b882-4714b7b91726","newPassword":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPasswordConfirm":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48"}, {"password":"487b71bc-da8e-4ede-b882-4714b7b91726","newPassword":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPasswordConfirm":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48"}, requestBody)
17:00:44.513 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG com.networknt.schema.FormatValidator debug - validate( "d12cc2d5-ef0a-4590-ab28-b3750b14fb48", {"password":"487b71bc-da8e-4ede-b882-4714b7b91726","newPassword":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPasswordConfirm":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48"}, requestBody.newPasswordConfirm)
17:00:44.513 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG com.networknt.schema.FormatValidator debug - validate( "487b71bc-da8e-4ede-b882-4714b7b91726", {"password":"487b71bc-da8e-4ede-b882-4714b7b91726","newPassword":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPasswordConfirm":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48"}, requestBody.password)
17:00:44.513 [XNIO-1 task-2]  w20qkAvJTNeqP_1I8FKmQQ DEBUG com.networknt.schema.FormatValidator debug - validate( "d12cc2d5-ef0a-4590-ab28-b3750b14fb48", {"password":"487b71bc-da8e-4ede-b882-4714b7b91726","newPassword":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPasswordConfirm":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48"}, requestBody.newPassword)
17:00:44.527 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:25ec7d9a
17:00:44.539 [XNIO-1 task-2]  m8QK1v1jQFqLogi2BdrirQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.539 [XNIO-1 task-2]  m8QK1v1jQFqLogi2BdrirQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.539 [XNIO-1 task-2]  m8QK1v1jQFqLogi2BdrirQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.578 [XNIO-1 task-2]  LEnUCHEfSiicEvFOtCK1HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.578 [XNIO-1 task-2]  LEnUCHEfSiicEvFOtCK1HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.578 [XNIO-1 task-2]  LEnUCHEfSiicEvFOtCK1HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.588 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:f6673cfd
17:00:44.598 [XNIO-1 task-2]  fU-TkBG8QduUWll4FT2vbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/25ec7d9a, base path is set to: null
17:00:44.599 [XNIO-1 task-2]  fU-TkBG8QduUWll4FT2vbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:44.599 [XNIO-1 task-2]  fU-TkBG8QduUWll4FT2vbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:44.599 [XNIO-1 task-2]  fU-TkBG8QduUWll4FT2vbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/25ec7d9a, base path is set to: null
17:00:44.599 [XNIO-1 task-2]  fU-TkBG8QduUWll4FT2vbg DEBUG com.networknt.schema.TypeValidator debug - validate( "25ec7d9a", "25ec7d9a", userId)
17:00:44.606 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.606 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.606 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:44.606 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:44.607 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25ec7d9a
17:00:44.607 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPassword":"2c952b1d-f6f6-4019-8a97-147409797090","newPasswordConfirm":"2c952b1d-f6f6-4019-8a97-147409797090"}, {"password":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPassword":"2c952b1d-f6f6-4019-8a97-147409797090","newPasswordConfirm":"2c952b1d-f6f6-4019-8a97-147409797090"}, requestBody)
17:00:44.608 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPassword":"2c952b1d-f6f6-4019-8a97-147409797090","newPasswordConfirm":"2c952b1d-f6f6-4019-8a97-147409797090"}, {"password":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPassword":"2c952b1d-f6f6-4019-8a97-147409797090","newPasswordConfirm":"2c952b1d-f6f6-4019-8a97-147409797090"}, requestBody)
17:00:44.608 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG com.networknt.schema.FormatValidator debug - validate( "2c952b1d-f6f6-4019-8a97-147409797090", {"password":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPassword":"2c952b1d-f6f6-4019-8a97-147409797090","newPasswordConfirm":"2c952b1d-f6f6-4019-8a97-147409797090"}, requestBody.newPasswordConfirm)
17:00:44.608 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG com.networknt.schema.FormatValidator debug - validate( "d12cc2d5-ef0a-4590-ab28-b3750b14fb48", {"password":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPassword":"2c952b1d-f6f6-4019-8a97-147409797090","newPasswordConfirm":"2c952b1d-f6f6-4019-8a97-147409797090"}, requestBody.password)
17:00:44.608 [XNIO-1 task-2]  nfNA9c27TWqZH4FiOO3XcA DEBUG com.networknt.schema.FormatValidator debug - validate( "2c952b1d-f6f6-4019-8a97-147409797090", {"password":"d12cc2d5-ef0a-4590-ab28-b3750b14fb48","newPassword":"2c952b1d-f6f6-4019-8a97-147409797090","newPasswordConfirm":"2c952b1d-f6f6-4019-8a97-147409797090"}, requestBody.newPassword)
17:00:44.635 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:15f0e259
17:00:44.639 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:25ec7d9a
17:00:44.651 [XNIO-1 task-2]  aWtNLn9TQNeekmZBvw1etQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.651 [XNIO-1 task-2]  aWtNLn9TQNeekmZBvw1etQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.651 [XNIO-1 task-2]  aWtNLn9TQNeekmZBvw1etQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.652 [XNIO-1 task-2]  aWtNLn9TQNeekmZBvw1etQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:44.654 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:b3f39da7-9cc0-4929-9a74-2802ff8659f0
17:00:44.664 [XNIO-1 task-2]  E7BXJ-htTWWu0U1uCqUylQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25a49246
17:00:44.664 [XNIO-1 task-2]  E7BXJ-htTWWu0U1uCqUylQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:44.664 [XNIO-1 task-2]  E7BXJ-htTWWu0U1uCqUylQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:44.664 [XNIO-1 task-2]  E7BXJ-htTWWu0U1uCqUylQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:44.665 [XNIO-1 task-2]  E7BXJ-htTWWu0U1uCqUylQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/25a49246
17:00:44.666 [XNIO-1 task-2]  E7BXJ-htTWWu0U1uCqUylQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"d3432682-79c9-43ac-88d5-8aa1449d9824","newPassword":"d7839781-8da3-4402-a722-db8ea4e9f881","newPasswordConfirm":"d7839781-8da3-4402-a722-db8ea4e9f881"}, {"password":"d3432682-79c9-43ac-88d5-8aa1449d9824","newPassword":"d7839781-8da3-4402-a722-db8ea4e9f881","newPasswordConfirm":"d7839781-8da3-4402-a722-db8ea4e9f881"}, requestBody)
