09:02:57.861 [XNIO-1 task-1]  mqU8l2_HRRyR5Jin7mg9uQ DEBUG com.networknt.schema.TypeValidator debug - validate( "920f67ac-061d-4f4f-91a4-e92bcfcb4ccc", {"password":"a54c83b5-79b9-4b55-8de6-bb90a71761ea","newPassword":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc","newPasswordConfirm":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc"}, requestBody.newPassword)
09:03:01.533 [XNIO-1 task-1]  s13W2jEUTc-sF4jkUMFGGw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"1ce1c895-91d6-4316-81b9-4289f78aa074","newPassword":"37b032b5-c898-4276-a37f-87f705706d67","newPasswordConfirm":"37b032b5-c898-4276-a37f-87f705706d67"}, {"password":"1ce1c895-91d6-4316-81b9-4289f78aa074","newPassword":"37b032b5-c898-4276-a37f-87f705706d67","newPasswordConfirm":"37b032b5-c898-4276-a37f-87f705706d67"}, requestBody)
09:03:01.533 [XNIO-1 task-1]  s13W2jEUTc-sF4jkUMFGGw DEBUG com.networknt.schema.FormatValidator debug - validate( "37b032b5-c898-4276-a37f-87f705706d67", {"password":"1ce1c895-91d6-4316-81b9-4289f78aa074","newPassword":"37b032b5-c898-4276-a37f-87f705706d67","newPasswordConfirm":"37b032b5-c898-4276-a37f-87f705706d67"}, requestBody.newPasswordConfirm)
09:03:01.533 [XNIO-1 task-1]  s13W2jEUTc-sF4jkUMFGGw DEBUG com.networknt.schema.FormatValidator debug - validate( "1ce1c895-91d6-4316-81b9-4289f78aa074", {"password":"1ce1c895-91d6-4316-81b9-4289f78aa074","newPassword":"37b032b5-c898-4276-a37f-87f705706d67","newPasswordConfirm":"37b032b5-c898-4276-a37f-87f705706d67"}, requestBody.password)
09:03:01.533 [XNIO-1 task-1]  s13W2jEUTc-sF4jkUMFGGw DEBUG com.networknt.schema.FormatValidator debug - validate( "37b032b5-c898-4276-a37f-87f705706d67", {"password":"1ce1c895-91d6-4316-81b9-4289f78aa074","newPassword":"37b032b5-c898-4276-a37f-87f705706d67","newPasswordConfirm":"37b032b5-c898-4276-a37f-87f705706d67"}, requestBody.newPassword)
09:03:01.552 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:9e38cc06-8e3c-4d44-9813-610466eb25e2
09:03:01.557 [XNIO-1 task-1]  aBs-DR7SQQqDfuWYuzf5QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/fe4cd13c
09:03:01.557 [XNIO-1 task-1]  aBs-DR7SQQqDfuWYuzf5QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.557 [XNIO-1 task-1]  aBs-DR7SQQqDfuWYuzf5QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:01.557 [XNIO-1 task-1]  aBs-DR7SQQqDfuWYuzf5QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/fe4cd13c
09:03:01.567 [XNIO-1 task-1]  9Z353_nNRKap0G9baFeWIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.567 [XNIO-1 task-1]  9Z353_nNRKap0G9baFeWIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.567 [XNIO-1 task-1]  9Z353_nNRKap0G9baFeWIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.570 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:133dd8cd-ebe8-4b04-bd99-6aacab5b8d0e
09:03:01.574 [XNIO-1 task-1]  jzWfxCMWS0yk2HAlkQJ1RQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.575 [XNIO-1 task-1]  jzWfxCMWS0yk2HAlkQJ1RQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.575 [XNIO-1 task-1]  jzWfxCMWS0yk2HAlkQJ1RQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.575 [XNIO-1 task-1]  jzWfxCMWS0yk2HAlkQJ1RQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
09:03:01.579 [XNIO-1 task-1]  mTMFPI-5QVmCZrJ-YkxPIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/629f5ec2, base path is set to: null
09:03:01.579 [XNIO-1 task-1]  mTMFPI-5QVmCZrJ-YkxPIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.579 [XNIO-1 task-1]  mTMFPI-5QVmCZrJ-YkxPIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:01.579 [XNIO-1 task-1]  mTMFPI-5QVmCZrJ-YkxPIg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/629f5ec2, base path is set to: null
09:03:01.579 [XNIO-1 task-1]  mTMFPI-5QVmCZrJ-YkxPIg DEBUG com.networknt.schema.TypeValidator debug - validate( "629f5ec2", "629f5ec2", userId)
09:03:01.590 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/08957d01
09:03:01.590 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.590 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:01.590 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:03:01.590 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/08957d01
09:03:01.591 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"37460f7f-5e92-4f3d-a572-521bd2e74acc","newPassword":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1","newPasswordConfirm":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1"}, {"password":"37460f7f-5e92-4f3d-a572-521bd2e74acc","newPassword":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1","newPasswordConfirm":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1"}, requestBody)
09:03:01.591 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"37460f7f-5e92-4f3d-a572-521bd2e74acc","newPassword":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1","newPasswordConfirm":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1"}, {"password":"37460f7f-5e92-4f3d-a572-521bd2e74acc","newPassword":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1","newPasswordConfirm":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1"}, requestBody)
09:03:01.591 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG com.networknt.schema.FormatValidator debug - validate( "8a01ac2d-2fe3-4159-ab48-0fc12a470ba1", {"password":"37460f7f-5e92-4f3d-a572-521bd2e74acc","newPassword":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1","newPasswordConfirm":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1"}, requestBody.newPasswordConfirm)
09:03:01.591 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG com.networknt.schema.FormatValidator debug - validate( "37460f7f-5e92-4f3d-a572-521bd2e74acc", {"password":"37460f7f-5e92-4f3d-a572-521bd2e74acc","newPassword":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1","newPasswordConfirm":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1"}, requestBody.password)
09:03:01.591 [XNIO-1 task-1]  GvR1HtrqRZCTiS4_imgiZw DEBUG com.networknt.schema.FormatValidator debug - validate( "8a01ac2d-2fe3-4159-ab48-0fc12a470ba1", {"password":"37460f7f-5e92-4f3d-a572-521bd2e74acc","newPassword":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1","newPasswordConfirm":"8a01ac2d-2fe3-4159-ab48-0fc12a470ba1"}, requestBody.newPassword)
09:03:01.606 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7a1f6fd3
09:03:01.612 [XNIO-1 task-1]  8mU_TREcRYuUf2OthIVGdg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.612 [XNIO-1 task-1]  8mU_TREcRYuUf2OthIVGdg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.612 [XNIO-1 task-1]  8mU_TREcRYuUf2OthIVGdg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.620 [XNIO-1 task-1]  bAbabLj5TpWJ3wXfGZJvnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/08957d01, base path is set to: null
09:03:01.621 [XNIO-1 task-1]  bAbabLj5TpWJ3wXfGZJvnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.621 [XNIO-1 task-1]  bAbabLj5TpWJ3wXfGZJvnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:01.621 [XNIO-1 task-1]  bAbabLj5TpWJ3wXfGZJvnw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/08957d01, base path is set to: null
09:03:01.622 [XNIO-1 task-1]  bAbabLj5TpWJ3wXfGZJvnw DEBUG com.networknt.schema.TypeValidator debug - validate( "08957d01", "08957d01", userId)
09:03:01.636 [XNIO-1 task-1]  4So7X4bQQ5uhMxlTxZWR9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.636 [XNIO-1 task-1]  4So7X4bQQ5uhMxlTxZWR9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.637 [XNIO-1 task-1]  4So7X4bQQ5uhMxlTxZWR9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.656 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/fe4cd13c
09:03:01.657 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.657 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:01.657 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:03:01.657 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/fe4cd13c
09:03:01.657 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"37b032b5-c898-4276-a37f-87f705706d67","newPassword":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPasswordConfirm":"585a1773-45ac-418a-95dd-a9c6c6bc32f9"}, {"password":"37b032b5-c898-4276-a37f-87f705706d67","newPassword":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPasswordConfirm":"585a1773-45ac-418a-95dd-a9c6c6bc32f9"}, requestBody)
09:03:01.658 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"37b032b5-c898-4276-a37f-87f705706d67","newPassword":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPasswordConfirm":"585a1773-45ac-418a-95dd-a9c6c6bc32f9"}, {"password":"37b032b5-c898-4276-a37f-87f705706d67","newPassword":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPasswordConfirm":"585a1773-45ac-418a-95dd-a9c6c6bc32f9"}, requestBody)
09:03:01.658 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG com.networknt.schema.FormatValidator debug - validate( "585a1773-45ac-418a-95dd-a9c6c6bc32f9", {"password":"37b032b5-c898-4276-a37f-87f705706d67","newPassword":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPasswordConfirm":"585a1773-45ac-418a-95dd-a9c6c6bc32f9"}, requestBody.newPasswordConfirm)
09:03:01.659 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG com.networknt.schema.FormatValidator debug - validate( "37b032b5-c898-4276-a37f-87f705706d67", {"password":"37b032b5-c898-4276-a37f-87f705706d67","newPassword":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPasswordConfirm":"585a1773-45ac-418a-95dd-a9c6c6bc32f9"}, requestBody.password)
09:03:01.659 [XNIO-1 task-1]  aoIz2rphQBS4zQqxr9v-Aw DEBUG com.networknt.schema.FormatValidator debug - validate( "585a1773-45ac-418a-95dd-a9c6c6bc32f9", {"password":"37b032b5-c898-4276-a37f-87f705706d67","newPassword":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPasswordConfirm":"585a1773-45ac-418a-95dd-a9c6c6bc32f9"}, requestBody.newPassword)
09:03:01.662 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:7a1f6fd3
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/fe4cd13c
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/fe4cd13c
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPassword":"b4141012-ffbf-42ae-86db-ca86e68d84ce","newPasswordConfirm":"b4141012-ffbf-42ae-86db-ca86e68d84ce"}, {"password":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPassword":"b4141012-ffbf-42ae-86db-ca86e68d84ce","newPasswordConfirm":"b4141012-ffbf-42ae-86db-ca86e68d84ce"}, requestBody)
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPassword":"b4141012-ffbf-42ae-86db-ca86e68d84ce","newPasswordConfirm":"b4141012-ffbf-42ae-86db-ca86e68d84ce"}, {"password":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPassword":"b4141012-ffbf-42ae-86db-ca86e68d84ce","newPasswordConfirm":"b4141012-ffbf-42ae-86db-ca86e68d84ce"}, requestBody)
09:03:01.689 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG com.networknt.schema.FormatValidator debug - validate( "b4141012-ffbf-42ae-86db-ca86e68d84ce", {"password":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPassword":"b4141012-ffbf-42ae-86db-ca86e68d84ce","newPasswordConfirm":"b4141012-ffbf-42ae-86db-ca86e68d84ce"}, requestBody.newPasswordConfirm)
09:03:01.690 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG com.networknt.schema.FormatValidator debug - validate( "585a1773-45ac-418a-95dd-a9c6c6bc32f9", {"password":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPassword":"b4141012-ffbf-42ae-86db-ca86e68d84ce","newPasswordConfirm":"b4141012-ffbf-42ae-86db-ca86e68d84ce"}, requestBody.password)
09:03:01.690 [XNIO-1 task-1]  8VUmGa3kQDGbsg4KOjX0sQ DEBUG com.networknt.schema.FormatValidator debug - validate( "b4141012-ffbf-42ae-86db-ca86e68d84ce", {"password":"585a1773-45ac-418a-95dd-a9c6c6bc32f9","newPassword":"b4141012-ffbf-42ae-86db-ca86e68d84ce","newPasswordConfirm":"b4141012-ffbf-42ae-86db-ca86e68d84ce"}, requestBody.newPassword)
09:03:01.707 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/e8b600c7
09:03:01.707 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.707 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:01.707 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:03:01.707 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/e8b600c7
09:03:01.708 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"5fc7cb2e-8616-491b-9581-7b5aec8550d1","newPassword":"7008014f-47cc-4542-8773-a42432ebb97f","newPasswordConfirm":"7008014f-47cc-4542-8773-a42432ebb97f"}, {"password":"5fc7cb2e-8616-491b-9581-7b5aec8550d1","newPassword":"7008014f-47cc-4542-8773-a42432ebb97f","newPasswordConfirm":"7008014f-47cc-4542-8773-a42432ebb97f"}, requestBody)
09:03:01.708 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"5fc7cb2e-8616-491b-9581-7b5aec8550d1","newPassword":"7008014f-47cc-4542-8773-a42432ebb97f","newPasswordConfirm":"7008014f-47cc-4542-8773-a42432ebb97f"}, {"password":"5fc7cb2e-8616-491b-9581-7b5aec8550d1","newPassword":"7008014f-47cc-4542-8773-a42432ebb97f","newPasswordConfirm":"7008014f-47cc-4542-8773-a42432ebb97f"}, requestBody)
09:03:01.709 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG com.networknt.schema.FormatValidator debug - validate( "7008014f-47cc-4542-8773-a42432ebb97f", {"password":"5fc7cb2e-8616-491b-9581-7b5aec8550d1","newPassword":"7008014f-47cc-4542-8773-a42432ebb97f","newPasswordConfirm":"7008014f-47cc-4542-8773-a42432ebb97f"}, requestBody.newPasswordConfirm)
09:03:01.709 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG com.networknt.schema.FormatValidator debug - validate( "5fc7cb2e-8616-491b-9581-7b5aec8550d1", {"password":"5fc7cb2e-8616-491b-9581-7b5aec8550d1","newPassword":"7008014f-47cc-4542-8773-a42432ebb97f","newPasswordConfirm":"7008014f-47cc-4542-8773-a42432ebb97f"}, requestBody.password)
09:03:01.709 [XNIO-1 task-1]  jndn0ZyBRXyHrUlO5FUsdQ DEBUG com.networknt.schema.FormatValidator debug - validate( "7008014f-47cc-4542-8773-a42432ebb97f", {"password":"5fc7cb2e-8616-491b-9581-7b5aec8550d1","newPassword":"7008014f-47cc-4542-8773-a42432ebb97f","newPasswordConfirm":"7008014f-47cc-4542-8773-a42432ebb97f"}, requestBody.newPassword)
09:03:01.733 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:7a1f6fd3
09:03:01.737 [XNIO-1 task-1]  xt0M0oJDTM-FwnxGGLJAuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.738 [XNIO-1 task-1]  xt0M0oJDTM-FwnxGGLJAuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.738 [XNIO-1 task-1]  xt0M0oJDTM-FwnxGGLJAuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.743 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:133dd8cd-ebe8-4b04-bd99-6aacab5b8d0e
09:03:01.750 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:9ea83179
09:03:01.761 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/b1e4a137, base path is set to: null
09:03:01.761 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.761 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:01.761 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
09:03:01.761 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/b1e4a137, base path is set to: null
09:03:01.762 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG com.networknt.schema.TypeValidator debug - validate( "b1e4a137", "b1e4a137", userId)
09:03:01.763 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"77d0f7d2-7fe1-4663-9efa-de3241f1dc70","newPassword":"b53ecd04-5246-40c0-9396-9774bb65044a","newPasswordConfirm":"b53ecd04-5246-40c0-9396-9774bb65044a"}, {"password":"77d0f7d2-7fe1-4663-9efa-de3241f1dc70","newPassword":"b53ecd04-5246-40c0-9396-9774bb65044a","newPasswordConfirm":"b53ecd04-5246-40c0-9396-9774bb65044a"}, requestBody)
09:03:01.763 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG com.networknt.schema.TypeValidator debug - validate( "b53ecd04-5246-40c0-9396-9774bb65044a", {"password":"77d0f7d2-7fe1-4663-9efa-de3241f1dc70","newPassword":"b53ecd04-5246-40c0-9396-9774bb65044a","newPasswordConfirm":"b53ecd04-5246-40c0-9396-9774bb65044a"}, requestBody.newPasswordConfirm)
09:03:01.763 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG com.networknt.schema.TypeValidator debug - validate( "77d0f7d2-7fe1-4663-9efa-de3241f1dc70", {"password":"77d0f7d2-7fe1-4663-9efa-de3241f1dc70","newPassword":"b53ecd04-5246-40c0-9396-9774bb65044a","newPasswordConfirm":"b53ecd04-5246-40c0-9396-9774bb65044a"}, requestBody.password)
09:03:01.763 [XNIO-1 task-1]  yJHVbLUaRrugN-zeeoZ1UA DEBUG com.networknt.schema.TypeValidator debug - validate( "b53ecd04-5246-40c0-9396-9774bb65044a", {"password":"77d0f7d2-7fe1-4663-9efa-de3241f1dc70","newPassword":"b53ecd04-5246-40c0-9396-9774bb65044a","newPasswordConfirm":"b53ecd04-5246-40c0-9396-9774bb65044a"}, requestBody.newPassword)
09:03:01.780 [XNIO-1 task-1]  T0PupBNRRxqYqA4nWwYQjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/b1e4a137, base path is set to: null
09:03:01.780 [XNIO-1 task-1]  T0PupBNRRxqYqA4nWwYQjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.780 [XNIO-1 task-1]  T0PupBNRRxqYqA4nWwYQjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:03:01.780 [XNIO-1 task-1]  T0PupBNRRxqYqA4nWwYQjw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/b1e4a137, base path is set to: null
09:03:01.781 [XNIO-1 task-1]  T0PupBNRRxqYqA4nWwYQjw DEBUG com.networknt.schema.TypeValidator debug - validate( "b1e4a137", "b1e4a137", userId)
09:03:01.784 [XNIO-1 task-1]  ZEzP2jONQnyIqGyhJVMWzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/b1e4a137
09:03:01.784 [XNIO-1 task-1]  ZEzP2jONQnyIqGyhJVMWzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.784 [XNIO-1 task-1]  ZEzP2jONQnyIqGyhJVMWzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:03:01.784 [XNIO-1 task-1]  ZEzP2jONQnyIqGyhJVMWzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/b1e4a137
09:03:01.792 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:77200ca6-895a-422d-a46b-5fe5069ae27f
09:03:01.797 [XNIO-1 task-1]  yTaNUdwPTtiFgiZNDjaULQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.797 [XNIO-1 task-1]  yTaNUdwPTtiFgiZNDjaULQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.797 [XNIO-1 task-1]  yTaNUdwPTtiFgiZNDjaULQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:03:01.797 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:77200ca6-895a-422d-a46b-5fe5069ae27f
09:03:01.815 [XNIO-1 task-1]  bktAuFNxTbmnXHHjpBpEIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.815 [XNIO-1 task-1]  bktAuFNxTbmnXHHjpBpEIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:03:01.815 [XNIO-1 task-1]  bktAuFNxTbmnXHHjpBpEIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.815 [XNIO-1 task-1]  bktAuFNxTbmnXHHjpBpEIA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
09:03:01.823 [XNIO-1 task-1]  fPMFwT3jSLuT4mx22fH2Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
09:03:01.823 [XNIO-1 task-1]  fPMFwT3jSLuT4mx22fH2Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
